Predicting gender 30 2 False relu 10 False 150 False 272 ConnType.STRUCT ConvStrategy.ENTIRE mean 8
Going for ./pytorch_data/hcp_4split_gender_struct_272_10_roi_norm_False
For  {'dropout': 0, 'lr': 0.0005, 'weight_decay': 0.005}
2-0-Epoch: 001, Loss: 0.7475768 / 0.6911146, Auc: 0.5000 / 0.5000, Acc: 0.5412 / 0.5412, F1: 0.0000 / 0.0000 
2-0-Epoch: 002, Loss: 0.6906504 / 0.6910399, Auc: 0.5102 / 0.4755, Acc: 0.5412 / 0.5412, F1: 0.0000 / 0.0000 
2-0-Epoch: 003, Loss: 0.6799805 / 0.6890375, Auc: 0.7052 / 0.7082, Acc: 0.5416 / 0.5412, F1: 0.0016 / 0.0000 
2-0-Epoch: 004, Loss: 0.6320606 / 0.6423345, Auc: 0.7265 / 0.7109, Acc: 0.6532 / 0.6250, F1: 0.5409 / 0.4910 
2-0-Epoch: 005, Loss: 0.6102981 / 0.6346517, Auc: 0.7338 / 0.7205, Acc: 0.6487 / 0.6353, F1: 0.5093 / 0.4723 
2-0-Epoch: 006, Loss: 0.6055387 / 2.1519660, Auc: 0.7319 / 0.6963, Acc: 0.4588 / 0.4588, F1: 0.6290 / 0.6290 
2-0-Epoch: 007, Loss: 0.5942710 / 0.8024523, Auc: 0.7515 / 0.7199, Acc: 0.5007 / 0.5044, F1: 0.6472 / 0.6479 
2-0-Epoch: 008, Loss: 0.5883226 / 3.4164580, Auc: 0.7600 / 0.6963, Acc: 0.4588 / 0.4588, F1: 0.6290 / 0.6290 
2-0-Epoch: 009, Loss: 0.5816916 / 1.5372483, Auc: 0.7770 / 0.7065, Acc: 0.4606 / 0.4588, F1: 0.6298 / 0.6290 
2-0-Epoch: 010, Loss: 0.5804623 / 0.6592720, Auc: 0.7824 / 0.7245, Acc: 0.6469 / 0.6250, F1: 0.6991 / 0.6658 
2-0-Epoch: 011, Loss: 0.5672204 / 0.6281080, Auc: 0.7892 / 0.7240, Acc: 0.7113 / 0.6574, F1: 0.6606 / 0.5802 
2-0-Epoch: 012, Loss: 0.5561429 / 1.4075482, Auc: 0.7860 / 0.7076, Acc: 0.4665 / 0.4588, F1: 0.6323 / 0.6290 
2-0-Epoch: 013, Loss: 0.5678354 / 0.7368875, Auc: 0.7794 / 0.7240, Acc: 0.6734 / 0.6397, F1: 0.7079 / 0.6685 
2-0-Epoch: 014, Loss: 0.5570064 / 0.9680624, Auc: 0.7795 / 0.7351, Acc: 0.5946 / 0.5838, F1: 0.2208 / 0.1844 
2-0-Epoch: 015, Loss: 0.5465698 / 0.6319409, Auc: 0.8163 / 0.7202, Acc: 0.7113 / 0.6632, F1: 0.6016 / 0.5355 
2-0-Epoch: 016, Loss: 0.5377510 / 0.6877337, Auc: 0.8236 / 0.7228, Acc: 0.6694 / 0.6294, F1: 0.7173 / 0.6727 
2-0-Epoch: 017, Loss: 0.5506299 / 0.6362266, Auc: 0.8057 / 0.7206, Acc: 0.7021 / 0.6412, F1: 0.7142 / 0.6484 
2-0-Epoch: 018, Loss: 0.5365783 / 0.6754535, Auc: 0.8175 / 0.7217, Acc: 0.7121 / 0.6544, F1: 0.5957 / 0.5073 
2-0-Epoch: 019, Loss: 0.5310484 / 0.6729695, Auc: 0.8401 / 0.7108, Acc: 0.6753 / 0.6103, F1: 0.7249 / 0.6607 
2-0-Epoch: 020, Loss: 0.5375026 / 0.6519803, Auc: 0.8360 / 0.7142, Acc: 0.7187 / 0.6309, F1: 0.7371 / 0.6490 
2-0-Epoch: 021, Loss: 0.5176139 / 0.6419214, Auc: 0.8366 / 0.7167, Acc: 0.7342 / 0.6544, F1: 0.6390 / 0.5309 
2-0-Epoch: 022, Loss: 0.5242244 / 0.6886320, Auc: 0.8416 / 0.7214, Acc: 0.7099 / 0.6456, F1: 0.5699 / 0.4726 
2-0-Epoch: 023, Loss: 0.5156779 / 1.1539802, Auc: 0.8374 / 0.6983, Acc: 0.5022 / 0.4956, F1: 0.6477 / 0.6431 
2-0-Epoch: 024, Loss: 0.5268726 / 0.6824386, Auc: 0.8498 / 0.7136, Acc: 0.7209 / 0.6485, F1: 0.5925 / 0.4770 
2-0-Epoch: 025, Loss: 0.5146564 / 0.7113479, Auc: 0.8581 / 0.7168, Acc: 0.7121 / 0.6412, F1: 0.5646 / 0.4505 
2-0-Epoch: 026, Loss: 0.4927893 / 0.6890056, Auc: 0.8620 / 0.7148, Acc: 0.7007 / 0.6221, F1: 0.5368 / 0.3981 
2-0-Epoch: 027, Loss: 0.4975006 / 1.3563288, Auc: 0.8413 / 0.7262, Acc: 0.5538 / 0.5515, F1: 0.0531 / 0.0439 
2-0-Epoch: 028, Loss: 0.4819841 / 0.7157839, Auc: 0.8815 / 0.6995, Acc: 0.6885 / 0.6015, F1: 0.7366 / 0.6625 
2-0-Epoch: 029, Loss: 0.4734136 / 0.6878757, Auc: 0.8780 / 0.7163, Acc: 0.7426 / 0.6441, F1: 0.7612 / 0.6630 
For  {'dropout': 0, 'lr': 0.0005, 'weight_decay': 0.05}
2-0-Epoch: 001, Loss: 0.7124230 / 0.6948998, Auc: 0.5725 / 0.5127, Acc: 0.4588 / 0.4588, F1: 0.6290 / 0.6290 
2-0-Epoch: 002, Loss: 0.6638126 / 0.8850269, Auc: 0.6766 / 0.7062, Acc: 0.4588 / 0.4588, F1: 0.6290 / 0.6290 
2-0-Epoch: 003, Loss: 0.6260040 / 1.4240156, Auc: 0.7163 / 0.7122, Acc: 0.4588 / 0.4588, F1: 0.6290 / 0.6290 
2-0-Epoch: 004, Loss: 0.6239422 / 1.7198771, Auc: 0.7183 / 0.7196, Acc: 0.4588 / 0.4588, F1: 0.6290 / 0.6290 
2-0-Epoch: 005, Loss: 0.6117897 / 1.9739850, Auc: 0.7173 / 0.7127, Acc: 0.4588 / 0.4588, F1: 0.6290 / 0.6290 
2-0-Epoch: 006, Loss: 0.6266866 / 1.0426421, Auc: 0.7272 / 0.7325, Acc: 0.5423 / 0.5426, F1: 0.0048 / 0.0064 
2-0-Epoch: 007, Loss: 0.6096219 / 0.6051633, Auc: 0.7446 / 0.7371, Acc: 0.6686 / 0.6868, F1: 0.6565 / 0.6624 
2-0-Epoch: 008, Loss: 0.5976552 / 1.3295320, Auc: 0.7439 / 0.7000, Acc: 0.4588 / 0.4588, F1: 0.6290 / 0.6290 
2-0-Epoch: 009, Loss: 0.5982048 / 0.5940629, Auc: 0.7486 / 0.7398, Acc: 0.6730 / 0.6750, F1: 0.6434 / 0.6335 
2-0-Epoch: 010, Loss: 0.5914488 / 0.6994712, Auc: 0.7572 / 0.7318, Acc: 0.5556 / 0.5559, F1: 0.6689 / 0.6622 
2-0-Epoch: 011, Loss: 0.5865973 / 1.7476663, Auc: 0.7354 / 0.7091, Acc: 0.4588 / 0.4588, F1: 0.6290 / 0.6290 
2-0-Epoch: 012, Loss: 0.5876797 / 4.6526723, Auc: 0.7330 / 0.7323, Acc: 0.5412 / 0.5412, F1: 0.0000 / 0.0000 
2-0-Epoch: 013, Loss: 0.5908310 / 1.2016020, Auc: 0.7505 / 0.7175, Acc: 0.4647 / 0.4603, F1: 0.6315 / 0.6297 
2-0-Epoch: 014, Loss: 0.5853866 / 0.7024017, Auc: 0.7647 / 0.7302, Acc: 0.5096 / 0.5044, F1: 0.6506 / 0.6493 
2-0-Epoch: 015, Loss: 0.5832724 / 1.5088720, Auc: 0.7498 / 0.7089, Acc: 0.4610 / 0.4588, F1: 0.6299 / 0.6290 
2-0-Epoch: 016, Loss: 0.5877702 / 0.8858588, Auc: 0.7370 / 0.7365, Acc: 0.5460 / 0.5471, F1: 0.0207 / 0.0253 
2-0-Epoch: 017, Loss: 0.5877263 / 0.9398033, Auc: 0.7582 / 0.7306, Acc: 0.5250 / 0.5279, F1: 0.6567 / 0.6574 
