"Name","ID","Name","State","Notes","User","Tags","Created","Runtime","Sweep","activation","analysis_type","batch_size","channels_conv","conn_type","conv_strategy","dataset_type","dropout","early_stop_steps","encoding_strategy","fold_num","gnn_type","lr","normalisation","num_epochs","num_gnn_layers","num_nodes","pooling","sweep_type","target_var","threshold","time_length","weight_decay","mean_val_acc","mean_val_auc","mean_val_ent_loss","mean_val_f1","mean_val_link_loss","mean_val_loss","mean_val_sensitivity","mean_val_specificity","std_val_acc","std_val_auc","std_val_ent_loss","std_val_f1","std_val_link_loss","std_val_loss","std_val_sensitivity","std_val_specificity","train_acc1","train_acc2","train_acc3","train_acc4","train_acc5","train_auc1","train_auc2","train_auc3","train_auc4","train_auc5","train_ent_loss","train_f11","train_f12","train_f13","train_f14","train_f15","train_link_loss","train_loss1","train_loss2","train_loss3","train_loss4","train_loss5","train_sens1","train_sens2","train_sens3","train_sens4","train_sens5","train_spec1","train_spec2","train_spec3","train_spec4","train_spec5","val_acc1","val_acc2","val_acc3","val_acc4","val_acc5","val_auc1","val_auc2","val_auc3","val_auc4","val_auc5","val_ent_loss","val_f11","val_f12","val_f13","val_f14","val_f15","val_link_loss","val_loss1","val_loss2","val_loss3","val_loss4","val_loss5","val_sens1","val_sens2","val_sens3","val_sens4","val_sens5","val_spec1","val_spec2","val_spec3","val_spec4","val_spec5","values_test_acc","values_test_auc","values_test_ent_loss","values_test_f1","values_test_link_loss","values_test_loss","values_test_sensitivity","values_test_specificity","values_val_acc","values_val_auc","values_val_ent_loss","values_val_f1","values_val_link_loss","values_val_loss","values_val_sensitivity","values_val_specificity"
"treasured-sweep-15","e93jkire","treasured-sweep-15","finished","-","tjiagom","","2020-05-04T06:26:20.000Z","3013","iae0ct4z","relu","st_multimodal","300","8","struct","tcn_entire","hcp","0.8119945122376746","33","none","1","diffpool","0.008355134801434488","subject_norm","100","0","68","diff_pool","diff_pool","gender","5","1200","3.1720141393362047e-7","0.7670697045941666","0.8543491473199898","0.0006543679686832857","0.7368880708844596","0.06012741386669622","0.5538680942974378","0.7077151009657594","0.8177215189873417","0.03113045558155346","0.02896405250164211","0.0009157330979704448","0.03065508654340427","0.00009694109767703946","0.04790106087724587","0.05325224299651731","0.06871097820492196","0.6680887372013652","0.5392491467576792","0.632679180887372","0.479557069846678","0.6132879045996593","0.8478236345522738","0.8646162974683543","0.8817027074542898","0.8601843850716988","0.810515583399505","0.01714315980647451","0.4458689458689458","0","0.35116804822908815","0.6395280235988201","0.27936507936507937","0.03845794243163713","0.5700535906459692","0.5883644870116849","0.5430899600120128","0.5823283411778217","0.5636702118984073","0.2898148148148148","0","0.21574074074074073","1","0.16236162361623616","0.9912974683544304","1","0.9889240506329114","0.03322784810126582","1","0.6785714285714286","0.5374149659863946","0.6207482993197279","0.4691780821917808","0.6095890410958904","0.8741157855547281","0.8305216865227103","0.8151177401340283","0.8588111656905348","0.8057812204798792","0.0014167683309084442","0.46760563380281694","0","0.3052959501557632","0.6335697399527187","0.2784810126582279","0.06023941222221067","0.6546320939550594","0.8262630202332322","1.588317238554663","0.9889220162613752","0.8111007764731368","0.30514705882352944","0","0.1801470588235294","1","0.16417910447761194","1","1","1","0.0189873417721519","0.9873417721518988","0.8573369565217391","0.9280080213903742","0.000005556764278935589","0.8401826484018265","0.06478449884478164","0.4178171938528185","0.8117647058823529","0.8964646464646465","[0.7976190476190477,0.7840136054421769,0.7074829931972789,0.773972602739726,0.7722602739726028]","[0.8985131236038719,0.8347449739389428,0.8129421072226358,0.8614797846211978,0.8640657472133007]","[0.00000562206433846304,0.0007567773573100567,0.002398153386858045,0.000012359105287580623,0.0000989279296222838]","[0.7643564356435644,0.7635009310986964,0.6895306859205775,0.7555555555555554,0.7114967462039045]","[0.06005432038586967,0.060044887646728634,0.060045715269385555,0.06024607860368408,0.06024606742781319]","[0.4725869188503343,0.6007856373884239,0.6034627374337644,0.5395797948314719,0.5529253829831946]","[0.7095588235294118,0.7536764705882353,0.7022058823529411,0.7611940298507462,0.6119402985074627]","[0.8734177215189873,0.810126582278481,0.7120253164556962,0.7848101265822784,0.9082278481012658]"
