Subjects,fs_l_bankssts_myel,fs_l_caudalanteriorcingulate_myel,fs_l_caudalmiddlefrontal_myel,fs_l_cuneus_myel,fs_l_entorhinal_myel,fs_l_fusiform_myel,fs_l_inferiorparietal_myel,fs_l_inferiortemporal_myel,fs_l_isthmuscingulate_myel,fs_l_lateraloccipital_myel,fs_l_lateralorbitofrontal_myel,fs_l_lingual_myel,fs_l_medialorbitofrontal_myel,fs_l_middletemporal_myel,fs_l_parahippocampal_myel,fs_l_paracentral_myel,fs_l_parsopercularis_myel,fs_l_parsorbitalis_myel,fs_l_parstriangularis_myel,fs_l_pericalcarine_myel,fs_l_postcentral_myel,fs_l_posteriorcingulate_myel,fs_l_precentral_myel,fs_l_precuneus_myel,fs_l_rostralanteriorcingulate_myel,fs_l_rostralmiddlefrontal_myel,fs_l_superiorfrontal_myel,fs_l_superiorparietal_myel,fs_l_superiortemporal_myel,fs_l_supramarginal_myel,fs_l_frontalpole_myel,fs_l_temporalpole_myel,fs_l_transversetemporal_myel,fs_l_insula_myel,fs_r_bankssts_myel,fs_r_caudalanteriorcingulate_myel,fs_r_caudalmiddlefrontal_myel,fs_r_cuneus_myel,fs_r_entorhinal_myel,fs_r_fusiform_myel,fs_r_inferiorparietal_myel,fs_r_inferiortemporal_myel,fs_r_isthmuscingulate_myel,fs_r_lateraloccipital_myel,fs_r_lateralorbitofrontal_myel,fs_r_lingual_myel,fs_r_medialorbitofrontal_myel,fs_r_middletemporal_myel,fs_r_parahippocampal_myel,fs_r_paracentral_myel,fs_r_parsopercularis_myel,fs_r_parsorbitalis_myel,fs_r_parstriangularis_myel,fs_r_pericalcarine_myel,fs_r_postcentral_myel,fs_r_posteriorcingulate_myel,fs_r_precentral_myel,fs_r_precuneus_myel,fs_r_rostralanteriorcingulate_myel,fs_r_rostralmiddlefrontal_myel,fs_r_superiorfrontal_myel,fs_r_superiorparietal_myel,fs_r_superiortemporal_myel,fs_r_supramarginal_myel,fs_r_frontalpole_myel,fs_r_temporalpole_myel,fs_r_transversetemporal_myel,fs_r_insula_myel
154330,1.3441,0.8193,1.3022,1.5174,1.1892,1.2865,1.3094,1.2255,1.2048,1.4606,1.2508,1.4744,1.1711,1.2323,1.3933,1.4349,1.264,1.2235,1.2808,1.5581,1.4382,1.1026,1.4436,1.3295,0.9141,1.2226,1.2353,1.3715,1.3133,1.2757,1.1609,1.0638,1.6908,1.2256,1.4941,1.295,1.23,1.3027,1.0813,1.3261,1.4121,1.3906,1.3215,1.4659,1.2414,1.2708,1.2466,1.4737,1.183,1.4218,1.1082,1.2374,1.1915,1.4131,1.3783,1.3081,1.2913,1.311,1.1922,1.2094,1.3316,1.3398,0.2556,1.218,1.2081,0.7657,0,0.3225
154431,1.3449,0.8136,1.2933,1.5164,1.1487,1.2977,1.2989,1.2157,1.2172,1.4624,1.2492,1.4618,1.1472,1.2293,1.3818,1.4471,1.2601,1.1937,1.287,1.5485,1.4368,1.102,1.4515,1.3312,0.9128,1.2248,1.2301,1.358,1.3202,1.2788,1.1519,1.0445,1.6574,1.2206,1.4701,1.2808,1.2371,1.3015,1.0521,1.3264,1.4035,1.4008,1.3416,1.4516,1.2482,1.2869,1.2143,1.4796,1.1879,1.4222,1.1005,1.1956,1.1877,1.3486,1.3723,1.3175,1.2852,1.2906,1.2048,1.1986,1.3249,1.3397,0.2573,1.214,1.1725,0.7673,0,0.3399
154532,1.3021,0.8362,1.295,1.5283,1.1541,1.2936,1.3107,1.2206,1.1747,1.4653,1.2358,1.4847,1.2032,1.2403,1.4035,1.4263,1.2798,1.1982,1.2706,1.5372,1.4366,1.1023,1.4422,1.3333,0.8907,1.2328,1.2345,1.3615,1.3198,1.2915,1.2036,1.0632,1.6316,1.2408,1.4244,1.2832,1.2366,1.3333,1.085,1.3186,1.4095,1.392,1.3218,1.4595,1.1754,1.2854,1.2357,1.5033,1.1655,1.4053,1.0897,1.1726,1.1803,1.3768,1.3691,1.3218,1.2915,1.3064,1.2247,1.21,1.3289,1.339,0.2548,1.221,1.1941,0.8332,0,0.5202
154734,1.36,0.8043,1.3004,1.4952,1.1692,1.2974,1.2973,1.2157,1.1641,1.4682,1.2401,1.4918,1.1785,1.2431,1.3725,1.4555,1.2736,1.2159,1.3064,1.5555,1.4296,1.0887,1.4619,1.3394,0.9046,1.2318,1.2343,1.3621,1.3162,1.282,1.1832,1.0348,1.6771,1.2198,1.4544,1.314,1.2339,1.311,1.0651,1.3099,1.4066,1.3989,1.3269,1.4534,1.2401,1.2759,1.2165,1.4875,1.1744,1.4107,1.1036,1.1873,1.1874,1.3774,1.3757,1.3073,1.2887,1.3109,1.2046,1.2081,1.3287,1.3356,0.2567,1.215,1.2385,0.749,0,0.342
154835,1.3179,0.8445,1.2972,1.5266,1.1586,1.2979,1.3106,1.2073,1.2266,1.4554,1.2233,1.4752,1.2107,1.2322,1.381,1.4542,1.2743,1.2031,1.2727,1.5706,1.4366,1.087,1.4589,1.3311,0.8963,1.2358,1.222,1.3535,1.298,1.2826,1.1895,1.1511,1.7182,1.2606,1.4557,1.294,1.2344,1.3189,1.0792,1.305,1.4021,1.3736,1.3318,1.4557,1.2231,1.2718,1.1919,1.5264,1.1636,1.4245,1.0939,1.1712,1.1974,1.4029,1.3723,1.2956,1.2972,1.3015,1.1781,1.2132,1.3351,1.3344,0.2699,1.2114,1.2447,0.7317,0,0.3599
154936,1.3167,0.8271,1.3033,1.5172,1.201,1.295,1.3086,1.2259,1.1731,1.4627,1.2412,1.4739,1.1726,1.237,1.4159,1.4312,1.2743,1.2131,1.288,1.5616,1.4391,1.1032,1.4463,1.3422,0.9061,1.2265,1.2368,1.3605,1.3152,1.2847,1.1223,1.0472,1.6327,1.2328,1.4708,1.2785,1.2392,1.3223,1.1081,1.3088,1.4071,1.3929,1.3442,1.4682,1.2436,1.291,1.2359,1.479,1.1776,1.4139,1.1084,1.1922,1.1938,1.3424,1.376,1.294,1.2946,1.305,1.2142,1.2047,1.3359,1.3252,0.2588,1.2164,1.1979,0.8091,0,0.3651
155231,1.3353,0.8347,1.2957,1.5056,1.1847,1.3015,1.3057,1.2144,1.1971,1.4648,1.2451,1.4821,1.1535,1.2375,1.3657,1.4406,1.2693,1.2261,1.2767,1.566,1.4416,1.1116,1.4495,1.33,0.8991,1.2289,1.2317,1.3591,1.3017,1.2888,1.2043,1.0543,1.6326,1.2469,1.4853,1.2848,1.2301,1.3254,1.0857,1.3171,1.4071,1.4106,1.3354,1.4509,1.2327,1.2848,1.2362,1.4766,1.1723,1.4111,1.1062,1.1952,1.2104,1.3573,1.374,1.2927,1.2959,1.3088,1.2065,1.2065,1.3366,1.3374,0.2579,1.2209,1.2497,0.7692,0,0.3295
155635,1.3425,0.8269,1.2951,1.513,1.1555,1.3056,1.3013,1.2171,1.1757,1.4587,1.2297,1.4737,1.156,1.2374,1.3682,1.4363,1.2704,1.2191,1.279,1.5885,1.4302,1.0869,1.4588,1.3336,0.8985,1.2198,1.2321,1.358,1.3108,1.2811,1.133,1.0536,1.6499,1.2377,1.4736,1.2881,1.2331,1.3158,1.0844,1.3263,1.3927,1.4058,1.3363,1.4555,1.2333,1.2892,1.2146,1.4849,1.1664,1.4064,1.1044,1.1924,1.1887,1.3653,1.378,1.2975,1.288,1.2972,1.1944,1.208,1.3303,1.3342,0.2608,1.2124,1.213,0.7518,0,0.3336
155938,1.3188,0.8126,1.2878,1.5274,1.2004,1.2991,1.3113,1.2182,1.1735,1.4648,1.2429,1.4763,1.1712,1.248,1.3707,1.4457,1.2678,1.2037,1.2818,1.5609,1.443,1.0981,1.4533,1.3236,0.8958,1.2263,1.2351,1.3544,1.3308,1.2779,1.1584,1.0334,1.6312,1.2401,1.4613,1.306,1.2335,1.3242,1.075,1.33,1.4068,1.378,1.3393,1.4483,1.1672,1.2786,1.2188,1.482,1.1795,1.4025,1.0983,1.1965,1.1977,1.3914,1.3801,1.3055,1.2831,1.3015,1.1966,1.2067,1.3394,1.3324,0.2578,1.2101,1.2295,0.7386,0,0.4385
156031,1.3002,0.8122,1.2986,1.5251,1.1964,1.2951,1.2942,1.2145,1.193,1.4737,1.2382,1.4892,1.174,1.2527,1.3572,1.4581,1.2665,1.1962,1.2868,1.576,1.4416,1.0935,1.4546,1.322,0.8999,1.2257,1.23,1.3558,1.3212,1.2781,1.1822,1.0458,1.6943,1.2357,1.4711,1.2903,1.245,1.3286,1.0732,1.332,1.4068,1.3789,1.3482,1.4468,1.2427,1.2711,1.2341,1.4735,1.176,1.4102,1.1022,1.1841,1.1925,1.3721,1.383,1.2977,1.29,1.3019,1.2025,1.2006,1.3356,1.3329,0.2525,1.2101,1.2402,0.8271,0,0.3367
156233,1.3475,0.8394,1.2921,1.512,1.181,1.2966,1.3017,1.2144,1.2056,1.4563,1.2368,1.4883,1.1708,1.2373,1.395,1.437,1.2661,1.2134,1.2895,1.554,1.4329,1.0998,1.4603,1.3362,0.9098,1.2261,1.2364,1.3595,1.3202,1.2888,1.1578,1.0459,1.6721,1.2363,1.4852,1.2761,1.2311,1.3002,1.0651,1.3237,1.403,1.4001,1.3328,1.4463,1.2443,1.2736,1.2056,1.4791,1.1636,1.4107,1.1067,1.1849,1.181,1.4249,1.3861,1.2939,1.2963,1.3075,1.1938,1.2086,1.334,1.3321,0.258,1.216,1.2073,0.7198,0,0.3453
156334,1.35,0.8033,1.3145,1.5006,1.1713,1.2957,1.3043,1.2034,1.2805,1.4592,1.2258,1.4452,1.1752,1.2365,1.476,1.4491,1.2692,1.2066,1.2932,1.5957,1.4466,1.1124,1.4503,1.3266,0.9051,1.2322,1.2317,1.3657,1.3081,1.2767,1.181,1.0689,1.6815,1.2261,1.4585,1.3197,1.2254,1.3011,1.0869,1.3315,1.4125,1.3731,1.3357,1.4522,1.2546,1.2747,1.2274,1.5279,1.1891,1.4126,1.1078,1.1658,1.1932,1.3919,1.3822,1.294,1.2945,1.2976,1.1944,1.2081,1.3351,1.3338,0.2666,1.2178,1.2371,0.7553,0,0.3429
156435,1.3347,0.8185,1.2888,1.5096,1.1926,1.2988,1.2991,1.2076,1.1974,1.4659,1.2434,1.4466,1.1841,1.242,1.6158,1.4356,1.274,1.1631,1.2786,1.562,1.4302,1.0953,1.4534,1.3226,0.8785,1.236,1.234,1.3544,1.3137,1.2825,1.2339,1.0379,1.6537,1.2343,1.4438,1.2932,1.2399,1.337,1.0792,1.3163,1.4106,1.3726,1.3063,1.4465,1.2477,1.2864,1.2293,1.4842,1.1704,1.4002,1.1018,1.2004,1.1997,1.3332,1.3756,1.3153,1.2871,1.3037,1.2221,1.2059,1.3351,1.3338,0.2621,1.215,1.1904,0.7747,0,0.3763
156536,1.3371,0.816,1.3082,1.5142,1.2003,1.2903,1.3121,1.2315,1.1613,1.4621,1.2411,1.4851,1.1742,1.2269,1.3512,1.4524,1.2651,1.23,1.2971,1.5779,1.4367,1.1034,1.4506,1.3402,0.9163,1.2313,1.2307,1.3632,1.3345,1.2815,1.1824,1.0356,1.5871,1.2229,1.4583,1.2823,1.227,1.3509,1.086,1.3202,1.412,1.394,1.3118,1.4596,1.2508,1.293,1.2325,1.4634,1.1843,1.4307,1.1042,1.1584,1.1897,1.349,1.3739,1.3028,1.3031,1.307,1.2131,1.2041,1.3349,1.3347,0.2535,1.2272,1.2159,0.7879,0,0.3378
156637,1.3381,0.8,1.3018,1.5474,1.1894,1.2781,1.3068,1.2156,1.1814,1.4642,1.2392,1.4881,1.1564,1.2367,1.3758,1.4494,1.2689,1.2137,1.2917,1.5639,1.4413,1.0855,1.4482,1.3228,0.8952,1.2287,1.2323,1.358,1.3069,1.2734,1.1442,1.0518,1.7238,1.2253,1.4537,1.3121,1.2295,1.289,1.044,1.3239,1.4101,1.3622,1.317,1.4501,1.2457,1.2803,1.2136,1.522,1.1701,1.4094,1.0996,1.1555,1.1791,1.4229,1.3878,1.3025,1.2893,1.3011,1.1558,1.2031,1.3349,1.3371,0.2601,1.2061,1.2669,0.8149,0,0.3416
157336,1.3255,0.8039,1.3025,1.5055,1.1583,1.2946,1.3047,1.2117,1.1927,1.4592,1.2297,1.4773,1.1747,1.2447,1.3539,1.4617,1.2509,1.2015,1.2892,1.5955,1.4362,1.094,1.4587,1.3283,0.8792,1.2298,1.2349,1.3551,1.3046,1.2842,1.213,1.0191,1.7001,1.2122,1.4579,1.3209,1.2538,1.2876,1.0829,1.3176,1.4064,1.3986,1.3027,1.4482,1.259,1.2817,1.2352,1.4767,1.1694,1.4339,1.1013,1.157,1.1912,1.4191,1.3686,1.2819,1.2937,1.3005,1.1603,1.2098,1.333,1.335,0.2568,1.2162,1.2639,0.77,0,0.33
157437,1.3663,0.8221,1.3205,1.5037,1.1629,1.3072,1.3068,1.2165,1.2084,1.469,1.2491,1.4668,1.1965,1.2356,1.3956,1.4479,1.2752,1.1986,1.2733,1.5855,1.4283,1.0999,1.4697,1.3289,0.9151,1.238,1.2345,1.3616,1.3179,1.2841,1.1962,1.0425,1.7382,1.2312,1.4957,1.3093,1.243,1.2957,1.0987,1.3268,1.4042,1.4016,1.3193,1.4576,1.2586,1.2883,1.2507,1.4959,1.173,1.4139,1.1104,1.1856,1.187,1.3958,1.3903,1.3055,1.2963,1.3154,1.2177,1.2055,1.335,1.3308,0.2508,1.2207,1.2926,0.7478,0,0.379
157942,1.3327,0.8022,1.3006,1.5107,1.1957,1.296,1.3023,1.2121,1.2158,1.4611,1.2399,1.4692,1.1676,1.2431,1.4095,1.433,1.2725,1.2223,1.2787,1.5632,1.4387,1.0985,1.451,1.3271,0.8998,1.2278,1.2365,1.3628,1.3108,1.2803,1.1524,1.0354,1.6785,1.234,1.4607,1.3065,1.2328,1.3232,1.0882,1.3232,1.4061,1.3918,1.3493,1.454,1.2467,1.273,1.2222,1.4882,1.1708,1.4081,1.1072,1.1742,1.194,1.3872,1.3774,1.2927,1.2895,1.2931,1.2166,1.2064,1.3321,1.3297,0.2595,1.2072,1.2486,0.7609,0,0.3343
158035,1.326,0.8345,1.3032,1.5019,1.1761,1.2935,1.3051,1.2296,1.1685,1.4552,1.24,1.4823,1.212,1.2444,1.4184,1.4523,1.263,1.2131,1.2721,1.5792,1.4398,1.1119,1.4521,1.3347,0.9015,1.2282,1.2342,1.3633,1.3105,1.294,1.1396,1.0391,1.6263,1.2418,1.4735,1.307,1.2272,1.3056,1.0694,1.3327,1.4115,1.3886,1.3172,1.4577,1.2332,1.281,1.2102,1.4974,1.1819,1.4251,1.1034,1.1667,1.1858,1.3909,1.3786,1.2973,1.2917,1.3052,1.2017,1.2057,1.3341,1.3352,0.2541,1.213,1.2306,0.7975,0,0.4115
158136,1.3205,0.8179,1.2967,1.5307,1.2169,1.2934,1.3011,1.2156,1.1563,1.4613,1.1803,1.4772,1.4635,1.2344,1.4109,1.4381,1.2663,1.196,1.2988,1.5625,1.4352,1.1108,1.4476,1.3237,0.8411,1.2216,1.2341,1.3636,1.3067,1.2813,1.11,1.0003,1.6593,1.2059,1.4401,1.3084,1.2241,1.3124,1.0703,1.3087,1.4062,1.3959,1.3342,1.4547,1.2085,1.2795,1.1951,1.5019,1.17,1.4157,1.1036,1.2045,1.1762,1.3754,1.366,1.3154,1.2881,1.2958,1.1802,1.2044,1.33,1.3343,0.2608,1.2108,1.2372,0.7346,0,0.3312
158338,1.3267,0.8188,1.2998,1.5073,1.1376,1.288,1.3022,1.222,1.2057,1.4657,1.2432,1.4649,1.1685,1.2385,1.4475,1.4403,1.2747,1.2139,1.279,1.5537,1.4437,1.099,1.446,1.3265,0.8924,1.2307,1.2321,1.3593,1.3044,1.2888,1.2137,1.0755,1.644,1.2385,1.4408,1.2842,1.2333,1.3177,1.0843,1.3229,1.4094,1.3785,1.3151,1.4481,1.2096,1.2871,1.2114,1.511,1.168,1.4218,1.0983,1.1722,1.1832,1.3864,1.3839,1.3048,1.2881,1.3079,1.1888,1.2099,1.3263,1.331,0.2509,1.2047,1.2297,0.7675,0,0.5953
158540,1.3263,0.7882,1.2972,1.521,1.1658,1.2974,1.3092,1.2239,1.184,1.4551,1.2294,1.4856,1.1671,1.2373,1.3308,1.452,1.2644,1.2607,1.3039,1.5392,1.4344,1.099,1.4487,1.3343,0.9028,1.226,1.2332,1.362,1.3268,1.2762,1.1598,1.0259,1.6734,1.1923,1.4559,1.3077,1.2273,1.3113,1.0995,1.3323,1.4098,1.3898,1.3373,1.4426,1.2245,1.2687,1.2067,1.4722,1.161,1.3845,1.0969,1.1772,1.2052,1.4082,1.3853,1.3398,1.2864,1.29,1.1771,1.2056,1.3332,1.3361,0.2547,1.2109,1.2555,0.7365,0,0.4196
158843,1.33,0.7955,1.2981,1.5063,1.1739,1.2928,1.3076,1.2252,1.2198,1.4635,1.1941,1.465,1.2342,1.2327,1.3733,1.4474,1.2691,1.2155,1.2731,1.541,1.4314,1.0994,1.4486,1.3349,0.8988,1.2245,1.2353,1.3552,1.3114,1.2839,1.1916,1.0411,1.6223,1.2121,1.4666,1.2982,1.2342,1.2933,1.0779,1.3271,1.4079,1.385,1.3388,1.4534,1.2389,1.2756,1.2205,1.4895,1.1717,1.4065,1.0992,1.1631,1.2093,1.4073,1.3655,1.3069,1.2969,1.3047,1.1968,1.2028,1.3308,1.3399,0.2574,1.2133,1.2657,0.7757,0,0.3414
159138,1.3423,0.8072,1.2911,1.5096,1.1944,1.2933,1.2994,1.2258,1.2079,1.4691,1.2327,1.478,1.1726,1.2364,1.3276,1.4352,1.2595,1.2032,1.2836,1.5637,1.4326,1.1073,1.454,1.3278,0.887,1.2329,1.2288,1.3571,1.3176,1.2744,1.2228,1.0272,1.6675,1.2206,1.4725,1.2841,1.2276,1.3033,1.0704,1.3188,1.4051,1.3966,1.3332,1.4522,1.2504,1.2752,1.2279,1.4793,1.1788,1.4086,1.0967,1.174,1.2022,1.3991,1.3808,1.3008,1.281,1.2988,1.193,1.2077,1.3364,1.3372,0.2603,1.2135,1.1772,0.7683,0,0.3338
159239,1.3341,0.8205,1.2952,1.505,1.1934,1.2933,1.3,1.2054,1.2159,1.4681,1.2324,1.4738,1.1608,1.2458,1.3905,1.4258,1.2642,1.257,1.3014,1.5546,1.4417,1.1003,1.4473,1.3218,0.9075,1.2236,1.2337,1.3569,1.3115,1.2799,1.1904,1.0335,1.6544,1.237,1.4321,1.3077,1.2426,1.3086,1.0846,1.3158,1.4091,1.3874,1.3296,1.4539,1.245,1.2747,1.2268,1.5058,1.177,1.4002,1.1031,1.1926,1.1779,1.3753,1.3751,1.3094,1.2811,1.2996,1.1786,1.203,1.325,1.3301,0.2577,1.1987,1.2426,0.7936,0,0.3345
159340,1.368,0.812,1.2998,1.4933,1.1801,1.2817,1.3008,1.2205,1.1865,1.4616,1.241,1.4756,1.1565,1.2347,1.4811,1.4339,1.2684,1.2017,1.2884,1.5638,1.4406,1.0886,1.4467,1.3238,0.9002,1.2224,1.2336,1.3629,1.3096,1.2784,1.178,1.0814,1.6406,1.2298,1.4648,1.2905,1.226,1.3131,1.051,1.3209,1.4062,1.3943,1.3309,1.4509,1.2502,1.2857,1.2299,1.4774,1.1679,1.4074,1.0992,1.1911,1.198,1.3723,1.3817,1.3178,1.2883,1.2979,1.2035,1.2039,1.3287,1.3359,0.2643,1.2098,1.2523,0.7854,0,0.3326
159744,1.3128,0.8182,1.3042,1.496,1.1748,1.2893,1.3087,1.2137,1.2018,1.4669,1.2183,1.4725,1.171,1.2352,1.4128,1.4345,1.262,1.2171,1.2862,1.5705,1.4417,1.0961,1.4389,1.3232,0.8902,1.2268,1.2279,1.3644,1.308,1.2806,1.1648,1.059,1.5927,1.247,1.4539,1.2876,1.2252,1.3041,1.0496,1.3243,1.4045,1.3764,1.315,1.4578,1.2672,1.2789,1.2177,1.4752,1.2071,1.4336,1.0906,1.1692,1.1845,1.3916,1.3782,1.3051,1.2769,1.2962,1.1868,1.2015,1.3312,1.3319,0.2579,1.2162,1.2065,0.7903,0,0.3336
159946,1.3383,0.8073,1.288,1.5287,1.2013,1.2953,1.3113,1.2226,1.2,1.4567,1.2422,1.4541,1.1807,1.2337,1.3976,1.451,1.2656,1.1965,1.2954,1.5467,1.4299,1.0921,1.4557,1.3336,0.9057,1.2297,1.2375,1.3552,1.3195,1.2818,1.1836,1.0003,1.652,1.2162,1.4124,1.3072,1.2388,1.2885,1.1049,1.3189,1.4046,1.3905,1.311,1.4566,1.25,1.2707,1.2352,1.491,1.1755,1.4232,1.1041,1.2067,1.1782,1.4375,1.3851,1.3091,1.2866,1.3057,1.2056,1.2078,1.3275,1.3332,0.2627,1.2154,1.2345,0.7864,0,0.3391
160123,1.3419,0.7796,1.3027,1.5118,1.1577,1.2873,1.2922,1.2104,1.1607,1.4703,1.2449,1.489,1.1504,1.2374,1.3832,1.4529,1.2689,1.2216,1.2718,1.5524,1.4405,1.0728,1.4485,1.3252,0.8863,1.2208,1.2296,1.354,1.3067,1.27,1.1739,1.0465,1.6676,1.2123,1.4888,1.2914,1.2218,1.3054,1.1122,1.3177,1.4021,1.3657,1.3368,1.4488,1.2473,1.2727,1.2195,1.4687,1.1576,1.4121,1.0952,1.163,1.19,1.4028,1.3806,1.3029,1.2828,1.2902,1.1804,1.206,1.3337,1.3293,0.2523,1.2008,1.2144,0.7701,0,0.332
160729,1.3512,0.8258,1.2951,1.5254,1.2089,1.289,1.3067,1.2095,1.1918,1.4598,1.2335,1.467,1.2155,1.2436,1.5171,1.4517,1.2747,1.2119,1.2683,1.5175,1.4438,1.1063,1.4484,1.3292,0.8911,1.225,1.2346,1.3621,1.3026,1.2838,1.1708,1.0503,1.712,1.2455,1.4476,1.3026,1.2266,1.3378,1.0808,1.3256,1.4042,1.4011,1.3133,1.4537,1.2584,1.2761,1.2454,1.4863,1.1564,1.4159,1.1033,1.1616,1.1881,1.3941,1.3765,1.2994,1.2938,1.3062,1.2011,1.2055,1.334,1.3332,0.2681,1.216,1.2075,0.7757,0,0.3375
160830,1.3231,0.8243,1.2887,1.5227,1.197,1.2863,1.3095,1.2221,1.1805,1.4588,1.2568,1.4813,1.161,1.243,1.439,1.4498,1.2751,1.2183,1.2772,1.5417,1.4414,1.1029,1.4623,1.3271,0.8874,1.23,1.2339,1.3697,1.3205,1.2769,1.1281,1.0174,1.6326,1.2347,1.4822,1.3005,1.2294,1.3144,1.0873,1.3222,1.4078,1.3861,1.3231,1.4587,1.2397,1.2696,1.2401,1.4762,1.1749,1.4009,1.1019,1.2969,1.2037,1.4188,1.381,1.2946,1.2929,1.2906,1.1917,1.2069,1.337,1.3361,0.2552,1.214,1.2448,0.758,0,0.3188
160931,1.3311,0.8211,1.2972,1.5068,1.1734,1.2888,1.3005,1.227,1.2077,1.4708,1.2298,1.4879,1.1884,1.2389,1.3503,1.4583,1.2699,1.2324,1.2909,1.5676,1.4383,1.0999,1.4591,1.3291,0.8904,1.2236,1.2361,1.3684,1.3081,1.2848,1.1854,1.0788,1.6681,1.2576,1.4392,1.2964,1.2453,1.3342,1.0487,1.3293,1.41,1.3921,1.3479,1.4565,1.1877,1.278,1.2214,1.4835,1.1739,1.421,1.0981,1.1637,1.1825,1.4033,1.3765,1.3025,1.2952,1.2904,1.2104,1.2065,1.3369,1.333,0.2561,1.2148,1.2339,0.7916,0,0.5272
161327,1.3588,0.8192,1.301,1.5318,1.2023,1.2959,1.2967,1.2136,1.1792,1.4564,1.225,1.4667,1.1657,1.2279,1.3394,1.4744,1.2728,1.1949,1.3095,1.5513,1.4371,1.0964,1.4426,1.3255,0.8933,1.222,1.2278,1.3589,1.3017,1.2884,1.2078,0.9933,1.6801,1.2292,1.4844,1.2916,1.2276,1.269,1.0742,1.3149,1.4025,1.3963,1.3257,1.4472,1.2399,1.2765,1.2184,1.4921,1.1437,1.4062,1.0971,1.1603,1.2009,1.4306,1.3886,1.2985,1.2955,1.2953,1.1679,1.2124,1.3262,1.3302,0.2524,1.2007,1.1993,0.7369,0,0.3299
161630,1.3544,0.7944,1.301,1.5173,1.1985,1.2984,1.2973,1.2098,1.2045,1.461,1.2371,1.4902,1.1677,1.232,1.4362,1.458,1.2743,1.2218,1.2723,1.5538,1.4307,1.0948,1.4622,1.325,0.901,1.2292,1.2361,1.3599,1.3089,1.2713,1.1847,1.0359,1.6745,1.223,1.4174,1.2997,1.2218,1.3037,1.0836,1.3114,1.4058,1.3621,1.3161,1.4477,1.2562,1.2742,1.26,1.5372,1.1721,1.4082,1.1004,1.1566,1.1834,1.4071,1.3901,1.2982,1.2942,1.3043,1.1954,1.2026,1.3355,1.3415,0.2652,1.2,1.1965,0.7404,0,0.3392
161731,1.3355,0.8263,1.2875,1.515,1.1762,1.2979,1.2967,1.2275,1.2488,1.4701,1.2276,1.4713,1.1825,1.2337,1.3655,1.4527,1.2812,1.229,1.2846,1.5313,1.4248,1.1112,1.461,1.3276,0.9023,1.2295,1.2353,1.3615,1.3105,1.2791,1.1436,1.0249,1.7016,1.2261,1.4844,1.2823,1.2369,1.2817,1.1052,1.3271,1.4077,1.3949,1.3441,1.4577,1.2566,1.2809,1.2342,1.4525,1.1633,1.4029,1.1013,1.1834,1.1899,1.3905,1.3848,1.3269,1.2898,1.3078,1.185,1.2115,1.3357,1.3294,0.2616,1.2161,1.2311,0.7588,0,0.337
161832,1.3777,0.8279,1.3136,1.5283,1.1517,1.2953,1.3012,1.2178,1.1988,1.4775,1.2487,1.4942,1.1616,1.2354,1.3646,1.4482,1.2784,1.1842,1.2856,1.5211,1.4438,1.1041,1.4595,1.3263,0.8997,1.2335,1.2302,1.364,1.3094,1.2859,1.1625,1.0298,1.6724,1.2487,1.4671,1.3105,1.2326,1.3328,1.0586,1.3205,1.4074,1.3917,1.3082,1.4502,1.2507,1.2844,1.2307,1.4815,1.1621,1.4143,1.102,1.1539,1.1844,1.3691,1.3923,1.2997,1.2931,1.3172,1.2146,1.206,1.3399,1.3473,0.2603,1.2181,1.1963,0.77,0,0.3393
162026,1.3233,0.8316,1.2981,1.5158,1.194,1.3015,1.3063,1.2251,1.178,1.4615,1.2186,1.4648,1.2032,1.231,1.3759,1.4411,1.2798,1.2286,1.3028,1.572,1.4338,1.1149,1.4545,1.3231,0.8924,1.2259,1.2353,1.3661,1.3141,1.2825,1.1622,1.0578,1.6443,1.2557,1.4506,1.301,1.2413,1.3035,1.092,1.3223,1.4099,1.3991,1.3288,1.4522,1.2451,1.2798,1.2274,1.4982,1.1601,1.4112,1.1077,1.1766,1.2025,1.37,1.3788,1.3029,1.2923,1.2983,1.2087,1.2019,1.3336,1.3408,0.2569,1.2158,1.2133,0.7673,0,0.3488
162228,1.3086,0.8036,1.29,1.5141,1.138,1.2975,1.3063,1.2292,1.2155,1.4668,1.2336,1.4797,1.1769,1.2409,1.3756,1.4461,1.2712,1.2199,1.2885,1.5588,1.4445,1.0844,1.4465,1.3294,0.917,1.2305,1.235,1.3633,1.3146,1.2806,1.2037,1.0451,1.6156,1.2297,1.4514,1.2949,1.2367,1.3027,1.0866,1.325,1.4088,1.3755,1.3351,1.4569,1.2457,1.2854,1.2263,1.4892,1.1805,1.4181,1.1058,1.1878,1.2053,1.4035,1.3775,1.303,1.2873,1.316,1.2072,1.2042,1.3313,1.3295,0.2524,1.227,1.2128,0.7473,0,0.3597
